date,ticker,open,high,low,close,volume,is_price_outlier,daily_return,pct_return,log_return,price_diff,open_close_diff,high_low_diff,typical_price,median_price,weighted_close,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,ema_5,ema_10,ema_20,ema_50,ema_100,ema_200,golden_cross,death_cross,rsi,roc,momentum,price_momentum,volume_momentum,true_range,atr,rolling_volatility_10,rolling_volatility_20,rolling_volatility_30,historical_volatility,std_10,variance_10,std_20,variance_20,bollinger_middle,bollinger_upper,bollinger_lower,bollinger_bandwidth,bollinger_percent_b,macd_line,macd_signal,macd_histogram,volume_rolling_mean_10,volume_rolling_std_10,volume_rolling_mean_20,volume_rolling_std_20,volume_change,volume_ratio,vwap,obv,rolling_mean_5,rolling_median_5,rolling_max_5,rolling_min_5,rolling_std_5,rolling_var_5,rolling_mean_10,rolling_median_10,rolling_max_10,rolling_min_10,rolling_std_10,rolling_var_10,rolling_mean_20,rolling_median_20,rolling_max_20,rolling_min_20,rolling_std_20,rolling_var_20,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_10,close_lag_20,open_lag_1,open_lag_2,open_lag_3,open_lag_5,open_lag_10,open_lag_20,high_lag_1,high_lag_2,high_lag_3,high_lag_5,high_lag_10,high_lag_20,low_lag_1,low_lag_2,low_lag_3,low_lag_5,low_lag_10,low_lag_20,volume_lag_1,volume_lag_2,volume_lag_3,volume_lag_5,volume_lag_10,volume_lag_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,return_lag_20,year,quarter,month,week,day,day_of_week,is_month_end,is_month_start,is_quarter_end,higher_high,higher_low,lower_high,lower_low,inside_bar,outside_bar,is_doji,is_bullish_engulfing,is_bearish_engulfing,is_pin_bar,is_hammer,is_shooting_star,is_marubozu,trend_strength,swing_high,swing_low,break_of_structure_up,break_of_structure_down,change_of_character,price_action_label,static_support,static_resistance,dynamic_resistance,dynamic_support,nearest_support,nearest_resistance,support_distance,resistance_distance,swing_zone_width,demand_zone,supply_zone,demand_zone_strength,supply_zone_strength,zone_width,demand_zone_age,supply_zone_age,fresh_demand_zone,fresh_supply_zone,nearest_demand_zone,nearest_supply_zone,demand_zone_retested,supply_zone_retested,fib_236,fib_382,fib_50,fib_618,fib_786,fib_1272,fib_1618,fib_2618,distance_from_fibonacci,closest_fibonacci_level,fibonacci_confluence,trend_score,trend_label,is_uptrend,is_downtrend,is_sideways,trend_reversal_signal,higher_high_count,lower_high_count,higher_low_count,lower_low_count,bullish_structure,bearish_structure,market_bias,market_structure,breakout_above_resistance,breakdown_below_support,volume_confirmation,fake_breakout,breakout_label,support_bounce,resistance_rejection,demand_zone_bounce,supply_zone_rejection,target_1_day,future_return_1_day,target_direction_1_day,target_regression_1_day,target_3_day,future_return_3_day,target_direction_3_day,target_regression_3_day,target_5_day,future_return_5_day,target_direction_5_day,target_regression_5_day
2023-01-02,SAMPLE,100.80775998581812,100.99959778528104,99.41145607978608,100.05184523003622,1809019,False,,,,-0.7559147557818875,-0.7559147557818875,1.588141705494948,100.15429969836778,100.20552693253356,100.12868608128488,,,,,,,,,,,,,,,,,,,,1.588141705494948,,,,,,,,,,,,,,,,,,,,,,,,100.15429969836778,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,1,1,1,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.4759743750613897,,,False,False,False,,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,100.54996353629892,0.004978601895022,True,0.004978601895022,98.90286899511968,-0.0114838085422096,False,-0.0114838085422096,96.83339298486742,-0.0321678449584716,False,-0.0321678449584716
2023-01-03,SAMPLE,100.82780748720296,101.30200902147212,99.55611712173496,100.54996353629892,3239142,False,0.498118306262711,0.0049786018950219,0.0049662496376244,-0.2778439509040424,-0.2778439509040424,1.7458918997371595,100.469363226502,100.42906307160357,100.48951330395124,,,,,,,,,,,,,,,,,,,,1.7458918997371595,,,,,,,,,,,,,,,,,,,,,,0.790551674692195,,100.35645955552124,3239142.0,,,,,,,,,,,,,,,,,,,100.05184523003622,,,,,,100.80775998581812,,,,,,100.99959778528104,,,,,,99.41145607978608,,,,,,1809019.0,,,,,,,,,,,,2023,1,1,1,3,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.159141554494795,,,False,False,False,,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,100.1887567532556,-0.0035923114274718,False,-0.0035923114274718,98.2708628173621,-0.022666350526463,False,-0.022666350526463,96.97360838876357,-0.0355679407705034,False,-0.0355679407705034
2023-01-04,SAMPLE,100.15952669037615,100.4722146534093,99.25285010510244,100.1887567532556,1111442,False,-0.361206783043329,-0.0035923114274718,-0.0035987792724894,0.029230062879435,0.029230062879435,1.2193645483068565,99.97127383725577,99.86253237925588,100.02564456625574,,,,,,,,,,,,,,,,,,,,1.2971134311964931,,,,,,,,,,,,,,,,,,,,,,-0.6568714801635742,,100.28695644223936,2127700.0,,,,,,,,,,,,,,,,,,,100.54996353629892,100.05184523003622,,,,,100.82780748720296,100.80775998581812,,,,,101.30200902147212,100.99959778528104,,,,,99.55611712173496,99.41145607978608,,,,,3239142.0,1809019.0,,,,,0.0049786018950219,,,,,,2023,1,1,1,4,2,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,0.0239715538064661,,,False,False,False,Doji,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,98.90286899511968,-0.0128346513102542,False,-0.0128346513102542,96.83339298486742,-0.0334904222501908,False,-0.0334904222501908,99.03393125709538,-0.0115264979183674,False,-0.0115264979183674
2023-01-05,SAMPLE,98.613172969898,99.2953918830448,98.37892717322993,98.90286899511968,3086960,False,-1.2858877581359138,-0.0128346513102541,-0.0129177270449614,0.2896960252217013,0.2896960252217013,0.9164647098148606,98.85906268379811,98.83715952813736,98.87001426162853,,,,,,,,,,,,,,,,,,,,1.8098295800256776,,,,,,,,,,,,,,,,,,,,,,1.7774368792973454,,99.81025489199224,-959260.0,,,,,,,,,,,,,,,,,,,100.1887567532556,100.54996353629892,100.05184523003622,,,,100.15952669037615,100.82780748720296,100.80775998581812,,,,100.4722146534093,101.30200902147212,100.99959778528104,,,,99.25285010510244,99.55611712173496,99.41145607978608,,,,1111442.0,3239142.0,1809019.0,,,,-0.0035923114274718,0.0049786018950219,,,,,2023,1,1,1,5,3,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.3161016699488889,,,False,False,False,,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,98.2708628173621,-0.0063901703173926,False,-0.0063901703173926,96.97360838876357,-0.0195066192311501,False,-0.0195066192311501,98.34562147926836,-0.0056342907087843,False,-0.0056342907087843
2023-01-06,SAMPLE,97.95336357365628,98.48016812651451,97.43130383503409,98.2708628173621,4368167,False,-0.6320061777575887,-0.0063901703173926,-0.0064106748540648,0.317499243705825,0.317499243705825,1.0488642914804416,98.0607782596369,97.9557359807743,98.1132993990682,99.59285946641452,,,,,,99.2723364319873,,,,,,,,,,,,,1.4715651600856037,,,,,,,,,,,,,,,,,,,,,,0.4150384196750201,,99.24895062134378,-5327427.0,99.59285946641452,100.05184523003622,100.54996353629892,98.2708628173621,0.9624930777471562,0.9263929247111932,,,,,,,,,,,,,98.90286899511968,100.1887567532556,100.54996353629892,,,,98.613172969898,100.15952669037615,100.82780748720296,,,,99.2953918830448,100.4722146534093,101.30200902147212,,,,98.37892717322993,99.25285010510244,99.55611712173496,,,,3086960.0,1111442.0,3239142.0,,,,-0.0128346513102541,-0.0035923114274718,0.0049786018950219,,,,2023,1,1,1,6,4,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.3027076489158422,,,False,False,False,,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,96.83339298486742,-0.0146276301162252,False,-0.0146276301162252,99.03393125709538,0.0077649510532073,True,0.0077649510532073,97.46490912953848,-0.0082013494612488,False,-0.0082013494612488
2023-01-09,SAMPLE,97.63474549045368,97.82521128303604,96.49709366631735,96.83339298486742,4791519,False,-1.4374698324946849,-0.0146276301162252,-0.0147356687582087,-0.8013525055862516,-0.8013525055862516,1.3281176167186717,97.05189931140694,97.1611524746767,96.99727272977204,98.94916901738074,,,,,,98.45935528294734,,,,,,,,,,,,,1.773769151044732,,,,,,,,,,,,,,,,,,,,,,0.0969175400116342,,98.67701371581038,-10118946.0,98.94916901738074,98.90286899511968,100.54996353629892,96.83339298486742,1.503152691805865,2.259468014883218,,,,,,,,,,,,,98.2708628173621,98.90286899511968,100.1887567532556,100.05184523003622,,,97.95336357365628,98.613172969898,100.15952669037615,100.80775998581812,,,98.48016812651451,99.2953918830448,100.4722146534093,100.99959778528104,,,97.43130383503409,98.37892717322993,99.25285010510244,99.41145607978608,,,4368167.0,3086960.0,1111442.0,1809019.0,,,-0.0063901703173926,-0.0128346513102541,-0.0035923114274718,,,,2023,1,1,2,9,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,-0.6033746525899732,False,False,False,False,False,,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,96.97360838876357,0.0014480067213803,True,0.0014480067213803,98.34562147926836,0.015616807877808,True,0.015616807877808,98.24967220481626,0.0146259381840536,True,0.0146259381840536
2023-01-10,SAMPLE,97.22695204087712,97.34699490675766,96.6429766199428,96.97360838876357,4168223,False,0.1402154038961498,0.0014480067213802,0.001446959370573,-0.253343652113557,-0.253343652113557,0.7040182868148719,96.98785997182136,96.99498576335024,96.98429707605688,98.23389798787368,,,,,,97.96410631821942,,,,,,,,,,,,,0.7040182868148719,,,,,,,,,,,,,,,,,,,,,,-0.1300831740414678,,98.36512294440136,-5950723.0,98.23389798787368,98.2708628173621,100.1887567532556,96.83339298486742,1.3982225803512274,1.9550263842040445,,,,,,,,,,,,,96.83339298486742,98.2708628173621,98.90286899511968,100.54996353629892,,,97.63474549045368,97.95336357365628,98.613172969898,100.82780748720296,,,97.82521128303604,98.48016812651451,99.2953918830448,101.30200902147212,,,96.49709366631735,97.43130383503409,98.37892717322993,99.55611712173496,,,4791519.0,4368167.0,3086960.0,3239142.0,,,-0.0146276301162252,-0.0063901703173926,-0.0128346513102541,0.0049786018950219,,,2023,1,1,2,10,1,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,-0.3598537947923731,False,False,False,False,False,Inside Bar,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,99.03393125709538,0.0212462225812207,True,0.0212462225812207,97.46490912953848,0.0050663345309921,True,0.0050663345309921,98.83500271705635,0.0191948547570853,True,0.0191948547570853
2023-01-11,SAMPLE,99.0677065362507,99.10844290182968,98.26960413881405,99.03393125709538,2136160,False,2.0603228683318093,0.0212462225812208,0.0210236683663569,-0.0337752791553214,-0.0337752791553214,0.8388387630156586,98.80399276591304,98.68902352032184,98.8614773887086,98.00293288864164,,,,,,98.32071463117808,,,,,,,,,,,,,2.1348345130661244,,,,,,,,,,,,,,,,,,,,,,-0.487513024135225,,98.4030619237816,-3814563.0,98.00293288864164,98.2708628173621,99.03393125709538,96.83339298486742,1.0454618107289753,1.0929903976927078,,,,,,,,,,,,,96.97360838876357,96.83339298486742,98.2708628173621,100.1887567532556,,,97.22695204087712,97.63474549045368,97.95336357365628,100.15952669037615,,,97.34699490675766,97.82521128303604,98.48016812651451,100.4722146534093,,,96.6429766199428,96.49709366631735,97.43130383503409,99.25285010510244,,,4168223.0,4791519.0,4368167.0,1111442.0,,,0.0014480067213802,-0.0146276301162252,-0.0063901703173926,-0.0035923114274718,,,2023,1,1,2,11,2,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,-0.0402643280740841,False,False,False,False,False,Doji,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,98.34562147926836,-0.0069502418927521,False,-0.0069502418927521,98.24967220481626,-0.0079190944186911,False,-0.0079190944186911,99.0431240905532,9.282508874626398e-05,True,9.282508874626398e-05
2023-01-12,SAMPLE,98.172530558192,98.72212598120711,98.07677668533675,98.34562147926836,2502127,False,-0.6883097778270013,-0.0069502418927521,-0.0069745073230387,0.1730909210763656,0.1730909210763656,0.6453492958703464,98.38150804860408,98.39945133327194,98.37253640627016,97.89148338547136,,,,,,98.32901691387484,,,,,,,,,,,,,0.9571545717586076,,,,,,,,,,,,,,,,,,,,,,0.1713200322073254,,98.40108011322587,-6316690.0,97.89148338547136,98.2708628173621,99.03393125709538,96.83339298486742,0.9509741198357088,0.9043517765973008,,,,,,,,,,,,,99.03393125709538,96.97360838876357,96.83339298486742,98.90286899511968,,,99.0677065362507,97.22695204087712,97.63474549045368,98.613172969898,,,99.10844290182968,97.34699490675766,97.82521128303604,99.2953918830448,,,98.26960413881405,96.6429766199428,96.49709366631735,98.37892717322993,,,2136160.0,4168223.0,4791519.0,3086960.0,,,0.0212462225812208,0.0014480067213802,-0.0146276301162252,-0.0128346513102541,,,2023,1,1,2,12,3,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,0.268212768161353,False,False,False,False,False,Shooting Star,,,,,,,,,,False,False,,,,,,False,False,,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,False,False,,False,False,False,False,97.46490912953848,-0.0089552776878385,False,-0.0089552776878385,98.83500271705635,0.0049761365114881,True,0.0049761365114881,97.6974220234909,-0.0065910352288954,False,-0.0065910352288954
2023-01-13,SAMPLE,96.9103824236882,97.66444708489736,96.29379404444838,97.46490912953848,4997723,False,-0.8807123497299045,-0.0089552776878385,-0.0089956172020309,0.5545267058502645,0.5545267058502645,1.3706530404489712,97.14105008629473,96.97912056467284,97.22201484710568,97.73029264790664,98.66157605716056,,,,,98.04098098576272,98.47791230306584,,,,,,,,,,,,2.051827434819998,,,,,,1.329326950078699,1.7671101402055358,,,,,,,,,,,3221048.2,1333015.6051305293,,,0.997389820740514,1.5515828046286295,98.20557602091566,-11314413.0,97.73029264790664,97.46490912953848,99.03393125709538,96.83339298486742,0.9388199613729028,0.8813829198722187,98.66157605716056,98.62424523719405,100.54996353629892,96.83339298486742,1.329326950078699,1.7671101402055358,,,,,,,98.34562147926836,99.03393125709538,96.97360838876357,98.2708628173621,,,98.172530558192,99.0677065362507,97.22695204087712,97.95336357365628,,,98.72212598120711,99.10844290182968,97.34699490675766,98.48016812651451,,,98.07677668533675,98.26960413881405,96.6429766199428,97.43130383503409,,,2502127.0,2136160.0,4168223.0,4368167.0,,,-0.0069502418927521,0.0212462225812208,0.0014480067213802,-0.0063901703173926,,,2023,1,1,2,13,4,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.4045711711759117,False,True,False,False,False,,,,,96.29379404444838,96.29379404444838,,0.0120157613191183,,,True,False,0.0227899655491386,,1.3706530404489712,0.0,,True,False,96.29379404444838,,False,False,,,,,,,,,,,False,,,,,,False,0.0,0.0,0.0,0.0,False,False,Neutral,Neutral,False,False,True,False,,False,False,True,False,98.24967220481626,0.00805174993017,True,0.00805174993017,99.0431240905532,0.0161926479500141,True,0.0161926479500141,97.703544289796,0.0024484213076149,True,0.0024484213076149
